,Title,Company,Pack,Link,Discounted Price,Orignal Price
214,Atcomid,Atco,Pack Size: 14,https://dawaai.pk/medicine/atcomid-1-12475.html,572,635
215,Atcomid,Atco,Pack Size: 14,https://dawaai.pk/medicine/atcomid-3-12477.html,432,480
216,Albizole,Icon,Pack Size: 1,https://dawaai.pk/medicine/albizole-12769.html,99,110
217,Acuron,Brookes,Pack Size: 5 Ampx3ml,https://dawaai.pk/medicine/acuron-12901.html,132,147
218,Acetofen,Shaigan,Pack Size: 100,https://dawaai.pk/medicine/acetofen-12914.html,44,48
219,Ambrogesic,Icon,Pack Size: 10x10s,https://dawaai.pk/medicine/ambrogesic-12916.html,32,35
220,Agile,Wilshire,Pack Size: 2x10's,https://dawaai.pk/medicine/agile-12953.html,117,131
221,Agile,Wilshire,Pack Size: 10,https://dawaai.pk/medicine/agile-2-12955.html,235,261
222,Analar,AGP,Pack Size: 1x10's,https://dawaai.pk/medicine/analar-12956.html,133,147
223,Amodip-V,Mass-PH Health,Pack Size: 2x7's,https://dawaai.pk/medicine/amodip-13193.html,259,288
224,Amodip-V,Mass-PH Health,Pack Size: 2x7's,https://dawaai.pk/medicine/amodip-1-13194.html,187,208
225,Amstan,Scilife,Pack Size: 28,https://dawaai.pk/medicine/amstan-13196.html,479,532
226,Amstan,Scilife,Pack Size: 28,https://dawaai.pk/medicine/amstan-2-13198.html,347,386
227,Angiotan H,Efroze,Pack Size: 14,https://dawaai.pk/medicine/angiotan-h-13237.html,302,336
228,Advant,Getz Pharma,Pack Size: 2 x 7's,https://dawaai.pk/medicine/advant-13270.html,236,263
229,Advant,Getz Pharma,Pack Size: 2 x 7s,https://dawaai.pk/medicine/advant-1-13271.html,180,200
230,Advantec,Getz Pharma,Pack Size: 4 x 7's,https://dawaai.pk/medicine/advantec-13303.html,236,263
231,Aprovel,Sanofi,Pack Size: 28,https://dawaai.pk/medicine/aprovel-13316.html,599,666
232,Aprovel,Sanofi,Pack Size: 2x14s,https://dawaai.pk/medicine/aprovel-1-13317.html,"1,677","1,863"
233,A2A,Wilson's,Pack Size: 10,https://dawaai.pk/medicine/a2a-13338.html,243,270
234,A2A,Wilson's,Pack Size: 20,https://dawaai.pk/medicine/a2a-2-13340.html,259,288
235,Adenuric,S.J. & G. Fazul Ellahie,Pack Size: 20,https://dawaai.pk/medicine/adenuric-1-13413.html,293,325
236,Adronil,Searle,Pack Size: 1x1's,https://dawaai.pk/medicine/adronil-1-13486.html,676,751
237,Atconate,Atco,Pack Size: 1,https://dawaai.pk/medicine/atconate-13516.html,594,660
238,Aldomet,OBS,Pack Size: 10x10's,https://dawaai.pk/medicine/aldomet-14401.html,110,123
239,Azotek,Saffron,Pack Size: 6,https://dawaai.pk/medicine/azotek-14418.html,214,238
240,Azotek,Saffron,Pack Size: 1 x 6's,https://dawaai.pk/medicine/azotek-1-14419.html,393,436
241,Azopt,Novartis,Pack Size: 5ml,https://dawaai.pk/medicine/azopt-14624.html,"1,200","1,333"
242,Afoxin,AGP,Pack Size: 1x10's,https://dawaai.pk/medicine/afoxin-14690.html,216,240
243,Afoxin,AGP,Pack Size: 1x10's,https://dawaai.pk/medicine/afoxin-1-14691.html,396,440
244,Acireg,Barrett,Pack Size: 2 x 7's,https://dawaai.pk/medicine/acireg-15140.html,100,112
245,Acireg,Barrett,Pack Size: 14,https://dawaai.pk/medicine/acireg-1-15141.html,225,250
246,Arysa,Helix Pharma,Pack Size: 2x7's,https://dawaai.pk/medicine/arysa-15150.html,104,116
247,Arysa,Helix Pharma,Pack Size: 2x7's,https://dawaai.pk/medicine/arysa-1-15151.html,145,161
248,Axesom,Highnoon,Pack Size: 2x7's,https://dawaai.pk/medicine/axesom-15155.html,110,122
249,Axesom,Highnoon,Pack Size: 2x7's,https://dawaai.pk/medicine/axesom-1-15156.html,187,208
250,Axid Neo,AGP,Pack Size: 2x7's,https://dawaai.pk/medicine/axid-neo-15157.html,112,125
251,Axid Neo,AGP,Pack Size: 2x7's,https://dawaai.pk/medicine/axid-neo-1-15158.html,187,208
252,Acnesafe,Epla,Pack Size: 30ml,https://dawaai.pk/medicine/acnesafe-1-16067.html,203,225
253,Amoxi-Clav,Novartis,Pack Size: 2x3s,https://dawaai.pk/medicine/amoxi-clav-5-16174.html,83,92
254,Augmentin,GlaxoSmithKline,Pack Size: 35ml,https://dawaai.pk/medicine/augmentin-6-16184.html,180,200
255,Augmentin,GlaxoSmithKline,Pack Size: 1x6's,https://dawaai.pk/medicine/augmentin-9-16187.html,226,251
256,Acsolve,Atco,Pack Size: 10gm,https://dawaai.pk/medicine/acsolve-2-17068.html,158,175
257,Acsolve,Atco,Pack Size: 30ml,https://dawaai.pk/medicine/acsolve-3-17069.html,196,217
258,Amclav Plus,Getz Pharma,Pack Size: 70 ml,https://dawaai.pk/medicine/amclav-8-17157.html,200,222
259,Amclav,Getz Pharma,Pack Size: 60 ml,https://dawaai.pk/medicine/amclav-9-17158.html,99,110
260,Amclav-DS,Getz Pharma,Pack Size: 60 ml,https://dawaai.pk/medicine/amclav-10-17159.html,153,171
261,Amclav,Getz Pharma,Pack Size: 1 x 6's,https://dawaai.pk/medicine/amclav-11-17160.html,251,279
262,Amclav,Getz Pharma,Pack Size: 1 x 6's,https://dawaai.pk/medicine/amclav-12-17161.html,115,128
263,Amclav,Getz Pharma,Pack Size: 1 x 6's,https://dawaai.pk/medicine/amclav-13-17162.html,169,188
264,Augmentin,GlaxoSmithKline,Pack Size: 20ml,https://dawaai.pk/medicine/augmentin-11-17179.html,164,183
265,Augmentin DS 312.50mg,GlaxoSmithKline,Pack Size: 90ml,https://dawaai.pk/medicine/augmentin-15-17183.html,486,540
266,Augmentin BD,GlaxoSmithKline,Pack Size: 70ml,https://dawaai.pk/medicine/augmentin-16-17184.html,340,378
267,Augmentin BD 1000mg,GlaxoSmithKline,Pack Size: 6,https://dawaai.pk/medicine/augmentin-18-17186.html,305,339
268,Augmentin,GlaxoSmithKline,Pack Size: 1 x 6's,https://dawaai.pk/medicine/augmentin-20-17188.html,235,261
269,Amgydex,Kobec,Pack Size: 3.5gm,https://dawaai.pk/medicine/amgydex-3-17398.html,216,240
270,Atmos,Scotman,Pack Size: 1x10's,https://dawaai.pk/medicine/atmos-1-17535.html,148,165
271,Aloc,Bosch,Pack Size: 1x10's,https://dawaai.pk/medicine/aloc-1-17614.html,165,184
272,Aloc,Bosch,Pack Size: 1x10's,https://dawaai.pk/medicine/aloc-2-17615.html,180,200
273,Alofex,Derma Techno,Pack Size: 1x10's,https://dawaai.pk/medicine/alofex-17619.html,157,174
274,Atiza,Asian Continental,Pack Size: 3x10's,https://dawaai.pk/medicine/atiza-1-17725.html,81,90
275,Avil,Sanofi,Pack Size: 5x50's,https://dawaai.pk/medicine/avil-2-17792.html,56,63
276,Amdaquin,Zafa,Pack Size: 20x10's,https://dawaai.pk/medicine/amdaquin-1-17841.html,19,21
277,A-Fantrine,Atco,Pack Size: 10 Ampx1ml,https://dawaai.pk/medicine/a-fantrine-17851.html,41,45
278,Artem,Hilton,Pack Size: 10 Amp,https://dawaai.pk/medicine/artem-1-17859.html,91,102
279,Artem,Hilton,Pack Size: 6 Amp,https://dawaai.pk/medicine/artem-2-17860.html,191,212
280,Artemex,Schazoo Pharmaceuticals,Pack Size: 6 Amp,https://dawaai.pk/medicine/artemex-17862.html,95,105
281,Arteza,Zafa,Pack Size: 6 Ampx1ml,https://dawaai.pk/medicine/arteza-17863.html,39,43
282,A-Fantrine,Atco,Pack Size: 60ml,https://dawaai.pk/medicine/a-fantrine-3-17883.html,174,194
283,A-Fantrine,Atco,Pack Size: 2x8's,https://dawaai.pk/medicine/a-fantrine-4-17884.html,122,136
284,A-Fantrine Ds,Atco,Pack Size: 1 x 8's,https://dawaai.pk/medicine/a-fantrine-ds-17885.html,334,371
285,A-Fantrine BD,Atco,Pack Size: 1 x 6's,https://dawaai.pk/medicine/a-fantrine-5-17886.html,382,424
286,Arceva,Sami,Pack Size: 30ml,https://dawaai.pk/medicine/arceva-17908.html,137,153
287,Arceva,Sami,Pack Size: 60ml,https://dawaai.pk/medicine/arceva-1-17909.html,229,255
288,Arceva Ds,Sami,Pack Size: 30ml,https://dawaai.pk/medicine/arceva-ds-17910.html,229,254
289,Arceva,Sami,Pack Size: 2x8's,https://dawaai.pk/medicine/arceva-2-17911.html,248,275
290,Arceva,Sami,Pack Size: 1x8's,https://dawaai.pk/medicine/arceva-3-17912.html,372,413
291,Artelum,Wood Wards,Pack Size: 1 x 4's,https://dawaai.pk/medicine/artelum-17937.html,429,477
292,Artem Plus,Hilton,Pack Size: 30ml,https://dawaai.pk/medicine/artem-plus-17942.html,182,202
293,Artem Plus 60ml,Hilton,Pack Size: 60ml,https://dawaai.pk/medicine/artem-plus-1-17943.html,295,327
294,Artem Plus,Hilton,Pack Size: 2 x 8's,https://dawaai.pk/medicine/artem-plus-3-17945.html,278,308
295,Artem DS Plus,Hilton,Pack Size: 1x8's,https://dawaai.pk/medicine/artem-plus-4-17946.html,410,455
296,Artemex L Forte,Schazoo Pharmaceuticals,Pack Size: 1 x 6's,https://dawaai.pk/medicine/artemex-l-forte-17963.html,448,498
297,Artheget,Getz Pharma,Pack Size: 1 x 6's,https://dawaai.pk/medicine/artheget-17970.html,465,516
298,Artheget,Getz Pharma,Pack Size: 30 ml,https://dawaai.pk/medicine/artheget-1-17971.html,119,132
299,Artheget,Getz Pharma,Pack Size: 2 x 8's,https://dawaai.pk/medicine/artheget-2-17972.html,113,126
300,Artheget-DS,Getz Pharma,Pack Size: 1 x 8's,https://dawaai.pk/medicine/artheget-3-17973.html,372,413
301,Artedoxin,Efroze,Pack Size: 1x9's,https://dawaai.pk/medicine/artedoxin-17990.html,95,105
302,Artesul,Zafa,Pack Size: 1x9's,https://dawaai.pk/medicine/artesul-17992.html,116,128
303,Artepip,Helix Pharma,Pack Size: 1x8's,https://dawaai.pk/medicine/artepip-18088.html,317,352
304,Avanep,Atco,Pack Size: 5ml,https://dawaai.pk/medicine/avanep-18291.html,450,500
305,Athofix,Zaka Healthcare,Pack Size: 1x6's,https://dawaai.pk/medicine/athofix-18324.html,211,234
306,Athofix,Zaka Healthcare,Pack Size: 15ml,https://dawaai.pk/medicine/athofix-1-18325.html,198,220
307,Atizor,Hirani's Pharma,Pack Size: 15ml,https://dawaai.pk/medicine/atizor-18326.html,144,160
308,Atizor,Hirani's Pharma,Pack Size: 1 x 6's,https://dawaai.pk/medicine/atizor-1-18327.html,218,242
309,Atizor,Hirani's Pharma,Pack Size: 1 x 6's,https://dawaai.pk/medicine/atizor-2-18328.html,399,444
310,Azibect,Bryon,Pack Size: 1x6's,https://dawaai.pk/medicine/azibect-18340.html,185,206
311,Azibect,Bryon,Pack Size: 1x3's,https://dawaai.pk/medicine/azibect-1-18341.html,156,173
312,Azibect,Bryon,Pack Size: 15ml,https://dawaai.pk/medicine/azibect-2-18342.html,206,229
313,Azicure,Semos,Pack Size: 1x6's,https://dawaai.pk/medicine/azicure-18345.html,173,192
314,Azicure,Semos,Pack Size: 1x6's,https://dawaai.pk/medicine/azicure-1-18346.html,329,366
315,Azicure,Semos,Pack Size: 15ml,https://dawaai.pk/medicine/azicure-2-18347.html,185,206
316,Azilis,Titlis Pharma,Pack Size: 1x10's,https://dawaai.pk/medicine/azilis-18351.html,230,255
317,Azineu,Neutro,Pack Size: 1x6's,https://dawaai.pk/medicine/azineu-2-18363.html,270,300
318,Azocin,Epla,Pack Size: 1x10's,https://dawaai.pk/medicine/azocin-18394.html,315,350
319,Azocin,Epla,Pack Size: 15ml,https://dawaai.pk/medicine/azocin-1-18395.html,153,170
320,Azogil,Glitz,Pack Size: 1x10's,https://dawaai.pk/medicine/azogil-18397.html,264,293
321,Azomax,Novartis,Pack Size: 2x6's,https://dawaai.pk/medicine/azomax-18402.html,313,347
322,Azomax,Novartis,Pack Size: 25ml,https://dawaai.pk/medicine/azomax-2-18404.html,432,480
323,Azomax,Novartis,Pack Size: 2x3's,https://dawaai.pk/medicine/azomax-3-18405.html,224,249
324,Acetin,Genome Pharma,Pack Size: 3x10's,https://dawaai.pk/medicine/acetin-1-18413.html,698,775
325,Asset,Crystolite Pharma,Pack Size: 3x10's,https://dawaai.pk/medicine/asset-18416.html,692,769
326,Acne-Lene,Valor,Pack Size: 15gm,https://dawaai.pk/medicine/acne-lene-18447.html,221,245
327,Acne-Lene,Valor,Pack Size: 15gm,https://dawaai.pk/medicine/acne-lene-2-18449.html,307,341
328,Adapco cream,Atco,Pack Size: 15gm,https://dawaai.pk/medicine/adapco-18452.html,268,298
329,Adapco Forte Gel,Atco,Pack Size: 15gm,https://dawaai.pk/medicine/adapco-1-18453.html,428,476
330,Amikacin Inj,Zafa,Pack Size: 1 vialx4ml,https://dawaai.pk/medicine/amikacin-inj-18559.html,180,200
331,Amikacin,Zafa,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amikacin-inj-3-18562.html,145,161
332,Amikin,GlaxoSmithKline,Pack Size: 2ml,https://dawaai.pk/medicine/amikin-18575.html,152,168
333,Amikin,GlaxoSmithKline,Pack Size: 2ml,https://dawaai.pk/medicine/amikin-1-18576.html,481,534
334,Amisul,Ophth Pharma,Pack Size: 1 Vialx2ml,https://dawaai.pk/medicine/amisul-1-18582.html,159,176
335,Amkay,Bosch,Pack Size: 5 Ampx2ml,https://dawaai.pk/medicine/amkay-18587.html,63,70
336,Amkay,Bosch,Pack Size: 5 Ampx1ml,https://dawaai.pk/medicine/amkay-1-18588.html,32,35
337,Amkay,Bosch,Pack Size: 1 Ampx2ml,https://dawaai.pk/medicine/amkay-2-18589.html,114,127
338,Amkay,Bosch,Pack Size: 5 Ampx1ml,https://dawaai.pk/medicine/amkay-3-18590.html,39,44
339,Amkay,Bosch,Pack Size: 1,https://dawaai.pk/medicine/amkay-4-18591.html,226,251
340,Arix,Tabletros,Pack Size: 3x10's,https://dawaai.pk/medicine/arix-1-18688.html,55,62
341,Arynoin,Mass-PH Health,Pack Size: 3x10's,https://dawaai.pk/medicine/arynoin-3-19045.html,898,998
342,Atractin,Genome Pharma,Pack Size: 1x10's,https://dawaai.pk/medicine/atractin-19046.html,"1,845","2,050"
343,Atractin,Genome Pharma,Pack Size: 3x10's,https://dawaai.pk/medicine/atractin-1-19047.html,615,683
344,Asilix,Asian Continental,Pack Size: 1x10's,https://dawaai.pk/medicine/asilix-19898.html,194,215
345,Asilix,Asian Continental,Pack Size: 1x10's,https://dawaai.pk/medicine/asilix-1-19899.html,270,300
346,Atcoflox,Atco,Pack Size: 10s,https://dawaai.pk/medicine/atcoflox-19900.html,124,138
347,Allerwood,Wood Wards,Pack Size: 10s,https://dawaai.pk/medicine/allerwood-2-20423.html,102,114
348,Arceva,Sami,Pack Size: 6s,https://dawaai.pk/medicine/arceva-10-20557.html,465,516
349,Arlufa,Zafa,Pack Size: 2x8s,https://dawaai.pk/medicine/arlufa-20558.html,194,216
350,Artecxin Forte,Highnoon,Pack Size: 1x8's,https://dawaai.pk/medicine/artecxin-forte-20567.html,308,342
351,Artecxin,Highnoon,Pack Size: 2x8's,https://dawaai.pk/medicine/artecxin-plus-20569.html,308,342
352,Artecxin,Highnoon,Pack Size: 2x8's,https://dawaai.pk/medicine/artecxin-3-20573.html,189,210
353,Artelum Forte,Wood Wards,Pack Size: 8s,https://dawaai.pk/medicine/artelum-forte-1-20582.html,362,402
354,Artelum,Wood Wards,Pack Size: 30ml,https://dawaai.pk/medicine/artelum-5-20583.html,123,137
355,Artelum,Wood Wards,Pack Size: 60ml,https://dawaai.pk/medicine/artelum-6-20584.html,247,274
356,Artelum,Wood Wards,Pack Size: 2x8s,https://dawaai.pk/medicine/artelum-7-20585.html,180,200
357,Acizol,Leo-Zam Zam,Pack Size: 1x14,https://dawaai.pk/medicine/acizol-20731.html,162,180
358,Acizol,Leo-Zam Zam,Pack Size: 1x14,https://dawaai.pk/medicine/acizol-1-20732.html,141,157
359,Abnil,AGP,Pack Size: 1 x 30's,https://dawaai.pk/medicine/abnil-20740.html,"1,683","1,870"
360,Actrapid HM Vial,Novo Nordisk,Pack Size: 10ml,https://dawaai.pk/medicine/actrapid-hm-20809.html,825,916
361,Apidra,Sanofi,Pack Size: 5 pre filled pen x 3ml,https://dawaai.pk/medicine/apidra-20811.html,955,"1,061"
362,Amper,Nexpharm,Pack Size: 1x10 's,https://dawaai.pk/medicine/amper-20997.html,135,150
363,Amper,Nexpharm,Pack Size: 1x10 's,https://dawaai.pk/medicine/amper-1-20998.html,266,295
364,Amygra,Tabroos,Pack Size: 20's,https://dawaai.pk/medicine/amygra-160mg-21729.html,155,172
365,Aldactone,Searle,Pack Size: 1x10's,https://dawaai.pk/medicine/aldactone-1-23343.html,119,132
366,Aldactone-A,Searle,Pack Size: 1x100's,https://dawaai.pk/medicine/aldactone-2-23344.html,297,330
367,Acylex 5%,Ferozsons,Pack Size: 5gm,https://dawaai.pk/medicine/acylex-5-ointment-24537.html,210,233
368,Angiwell - XR 500 mg,OBS,Pack Size: 14,https://dawaai.pk/medicine/angiwell-xr-500-mg-24544.html,158,175
369,Avsar,Pharm Evo,Pack Size: 2x7's,https://dawaai.pk/medicine/avsar-160-mg10-mg-24551.html,270,300
370,Acdermin Gel,Atco,Pack Size: 20gm,https://dawaai.pk/medicine/acdermin-gel-20-gm-24556.html,331,368
371,Aerocef,Raazee,Pack Size: 5's,https://dawaai.pk/medicine/aerocef-25227.html,302,335
372,Abzid,Semos,Pack Size: 1 Vial,https://dawaai.pk/medicine/abzid-26530.html,248,275
373,Abzid,Semos,Pack Size: 1 Vial,https://dawaai.pk/medicine/abzid-2-26532.html,130,144
374,Abex,Semos,Pack Size: 1 Vial,https://dawaai.pk/medicine/abex-1-26787.html,180,200
375,Abex,Semos,Pack Size: 1 Vial,https://dawaai.pk/medicine/abex-3-26789.html,162,180
376,Aczon,Global-Vision,Pack Size: 1 Vial,https://dawaai.pk/medicine/aczon-26790.html,234,260
377,Aczon,Global-Vision,Pack Size: 1 Vial,https://dawaai.pk/medicine/aczon-2-26792.html,108,120
378,Amizone,Global-Vision,Pack Size: 1 Vial,https://dawaai.pk/medicine/amizone-2-26814.html,153,170
379,Amtraxa,Amarant,Pack Size: 1 Vial,https://dawaai.pk/medicine/amtraxa-26818.html,366,407
380,Amtraxa,Amarant,Pack Size: 1 Vial,https://dawaai.pk/medicine/amtraxa-4-26822.html,115,128
381,Amtraxa,Amarant,Pack Size: 1 Vial,https://dawaai.pk/medicine/amtraxa-5-26823.html,194,215
382,Aventriax,Sanofi,Pack Size: 1 Vial,https://dawaai.pk/medicine/aventriax-2-26850.html,515,572
383,Aventriax,Sanofi,Pack Size: 1 Vial,https://dawaai.pk/medicine/aventriax-3-26851.html,162,180
384,Aventriax,Sanofi,Pack Size: 1 Vial,https://dawaai.pk/medicine/aventriax-4-26852.html,197,219
385,AD Folic,Pharm Evo,Pack Size: 3x10's,https://dawaai.pk/medicine/ad-folic-od-tablets-600mcg-28204.html,93,103
386,Amlo-Q,High-Q,Pack Size: 2x10's,https://dawaai.pk/medicine/amlo-q-10mg-tablets-33596.html,102,113
387,Acecol,Pharmadic,Pack Size: 10's,https://dawaai.pk/medicine/acecol-33882.html,108,120
388,Acelish,Platinum,Pack Size: 30,https://dawaai.pk/medicine/acelish-33884.html,62,69
389,Acelo,Maple,Pack Size: 3x10's,https://dawaai.pk/medicine/acelo-1-33886.html,248,275
390,Acemed,Novartis,Pack Size: 1x10's,https://dawaai.pk/medicine/acemed-33887.html,108,120
391,Acenac,S.J. & G. Fazul Ellahie,Pack Size: 5 Ampules,https://dawaai.pk/medicine/acenac-33888.html,38,42
392,Acenac,S.J. & G. Fazul Ellahie,Pack Size: 30's,https://dawaai.pk/medicine/acenac-1-33889.html,141,157
393,Acenac,S.J. & G. Fazul Ellahie,Pack Size: 3x10's,https://dawaai.pk/medicine/acenac-2-33890.html,115,128
394,Airtal,Highnoon,Pack Size: 2x10's,https://dawaai.pk/medicine/airtal-33897.html,163,182
395,Airtal ER,Highnoon,Pack Size: 1X10s,https://dawaai.pk/medicine/airtal-1-33898.html,288,320
396,Antiflam,Wilshire,Pack Size: 3x10's,https://dawaai.pk/medicine/antiflam-1-34045.html,66,73
397,Artimov-K,Barrett,Pack Size: 2 x 10's,https://dawaai.pk/medicine/artimov-k-1-34056.html,81,90
398,Aaram,Bosch,Pack Size: 5 Ampx2ml,https://dawaai.pk/medicine/aaram-34261.html,23,25
399,Arsofin,Martin Dow,Pack Size: 1 x 20's,https://dawaai.pk/medicine/arsofin-34276.html,239,265
400,Arsofin,Martin Dow,Pack Size: 2x10's,https://dawaai.pk/medicine/arsofin-1-34277.html,239,265
401,Artho,Shaigan,Pack Size: 20's,https://dawaai.pk/medicine/artho-1-34279.html,263,292
402,Annuva,Novartis,Pack Size: 2x10's,https://dawaai.pk/medicine/annuva-1-34340.html,92,103
403,Acefyl Cough,Nabi Qasim,Pack Size: 120ml,https://dawaai.pk/medicine/Acefylsyrup-Syrup125-117.html,127,127
404,Ascard,Atco,Pack Size: 3x10's,https://dawaai.pk/medicine/ascard-272.html,28,28
405,Atarax 10mg,GlaxoSmithKline,Pack Size: 2x25's,https://dawaai.pk/medicine/atarax-25mg-516.html,34,34
406,Arinac,Abbott Laboratories,Pack Size: 120ml,https://dawaai.pk/medicine/arinac-suspension-890.html,118,118
407,Arrange Product,Dawaai,Pack Size: 1,https://dawaai.pk/medicine/lioresal-10mg-1958.html,"1,050","1,050"
408,Amoxil Drops,GlaxoSmithKline,Pack Size: 20ml,https://dawaai.pk/medicine/amoxil-drops-20ml-5295.html,99,99
409,Acefyl wet Cough 60 ml -125,Nabi Qasim,Pack Size: 60ml,https://dawaai.pk/medicine/acefyl-cough-60ml-syrup-5471.html,95,95
410,Amoxil,GlaxoSmithKline,Pack Size: 90ml,https://dawaai.pk/medicine/amoxil-amoxicillin-125mg-5ml-90-ml-suspension-5543.html,113,113
411,Antolol,Icon,Pack Size: 2x10s,https://dawaai.pk/medicine/antolol-1-10658.html,42,42
412,Algaphan,Efroze,Pack Size: 20,https://dawaai.pk/medicine/algaphan-1-11986.html,26,26
413,Albizole,Icon,Pack Size: 1,https://dawaai.pk/medicine/albizole-1-12770.html,64,64
414,Alkacitron,PDH,Pack Size: 120 ml,https://dawaai.pk/medicine/alkacitron-2-13576.html,42,42
415,Augmentin,GlaxoSmithKline,Pack Size: 1 Vial,https://dawaai.pk/medicine/augmentin-13-17181.html,"1,035","1,035"
416,Aloc,Bosch,Pack Size: 1x10's,https://dawaai.pk/medicine/aloc-17613.html,91,91
417,Alofex,Derma Techno,Pack Size: 1x10's,https://dawaai.pk/medicine/alofex-1-17620.html,70,70
418,Atiza,Asian Continental,Pack Size: 60ml,https://dawaai.pk/medicine/atiza-17724.html,62,62
419,Amdaquin,Zafa,Pack Size: 20ml,https://dawaai.pk/medicine/amdaquin-17840.html,37,37
420,Artedoxin-P,Efroze,Pack Size: 1x8's,https://dawaai.pk/medicine/artedoxin-p-17991.html,60,60
421,Artesul,Zafa,Pack Size: 1x8's,https://dawaai.pk/medicine/artesul-1-17993.html,73,73
422,Amikacin,Zafa,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amikacin-inj-1-18560.html,42,42
423,Amikacin Inj,Zafa,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amikacin-inj-2-18561.html,88,88
424,Amisul,Ophth Pharma,Pack Size: 1 Vialx2ml,https://dawaai.pk/medicine/amisul-18581.html,71,71
425,Arix,Tabletros,Pack Size: 60ml,https://dawaai.pk/medicine/arix-18687.html,75,75
426,Aria,Highnoon,Pack Size: 60ml,https://dawaai.pk/medicine/aria-19649.html,65,65
427,Asfen,Remington,Pack Size: 60 ml,https://dawaai.pk/medicine/asfen-19651.html,75,75
428,Asfen,Remington,Pack Size: 3x10s,https://dawaai.pk/medicine/asfen-1-19652.html,27,27
429,Asperfin,Davis Pharma,Pack Size: 3x10s,https://dawaai.pk/medicine/asperfin-1-19658.html,31,31
430,Asthotifen,Zafa,Pack Size: 60ml,https://dawaai.pk/medicine/asthotifen-19665.html,92,92
431,Asthotifen,Zafa,Pack Size: 30s,https://dawaai.pk/medicine/asthotifen-1-19666.html,35,35
432,Allerwood,Wood Wards,Pack Size: 30ml,https://dawaai.pk/medicine/allerwood-20421.html,32,32
433,Allerwood,Wood Wards,Pack Size: 60ml,https://dawaai.pk/medicine/allerwood-1-20422.html,96,96
434,Antial,Sami,Pack Size: 30ml,https://dawaai.pk/medicine/antial-20432.html,76,76
435,Artecxin,Highnoon,Pack Size: 30ml,https://dawaai.pk/medicine/artecxin-20570.html,90,90
436,Acetopril,Zafa,Pack Size: 2 x 10's,https://dawaai.pk/medicine/acetopril-20871.html,58,58
437,Aldactazide,Searle,Pack Size: 2 x 10's,https://dawaai.pk/medicine/aldactazide-1-23354.html,40,40
438,Anamol,PDH,Pack Size: 60ml,https://dawaai.pk/medicine/anamol-24182.html,40,40
439,Abzid,Semos,Pack Size: 1 Vial,https://dawaai.pk/medicine/abzid-1-26531.html,100,100
440,Abex,Semos,Pack Size: 1 Vial,https://dawaai.pk/medicine/abex-26786.html,65,65
441,Aczon,Global-Vision,Pack Size: 1 Vial,https://dawaai.pk/medicine/aczon-1-26791.html,95,95
442,Acenac,S.J. & G. Fazul Ellahie,Pack Size: 20gm,https://dawaai.pk/medicine/acenac-3-33891.html,97,97
443,Avorek,Asian Continental,Pack Size: 2x10's,https://dawaai.pk/medicine/avorek-34061.html,53,53
